Start (s),End (s),Scientific name,Common name,Confidence,File,lat,lon,week,min_conf
0.0,3.0,Melozone crissalis,California Towhee,0.9996,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Leiothlypis celata,Orange-crowned Warbler,0.0088,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Zonotrichia leucophrys,White-crowned Sparrow,0.0008,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Aimophila ruficeps,Rufous-crowned Sparrow,0.0007,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Icterus cucullatus,Hooded Oriole,0.0007,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Pipilo maculatus,Spotted Towhee,0.0004,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Cardellina pusilla,Wilson's Warbler,0.0003,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Toxostoma redivivum,California Thrasher,0.0003,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Amphispiza bilineata,Black-throated Sparrow,0.0003,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Junco hyemalis,Dark-eyed Junco,0.0003,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Eremophila alpestris,Horned Lark,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Baeolophus inornatus,Oak Titmouse,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Melozone aberti,Abert's Towhee,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Sturnus vulgaris,European Starling,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Calypte anna,Anna's Hummingbird,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Auriparus flaviceps,Verdin,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Chondestes grammacus,Lark Sparrow,0.0002,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Melospiza melodia,Song Sparrow,0.0001,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Phainopepla nitens,Phainopepla,0.0001,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Artemisiospiza belli,Bell's Sparrow,0.0001,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Bubo virginianus,Great Horned Owl,0.0033,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Buteo jamaicensis,Red-tailed Hawk,0.0027,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Junco hyemalis,Dark-eyed Junco,0.0022,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Catharus ustulatus,Swainson's Thrush,0.0021,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Buteo lineatus,Red-shouldered Hawk,0.0020,Filtered_With_Harmonics\Normalized_Audio\California Towhee.wav,34.0522,-118.2437,27,0.01
