Start (s),End (s),Scientific name,Common name,Confidence,File,lat,lon,week,min_conf,branch,experiment,file,expected,species,species_key,expected_key,confidence,start_s,end_s
3.0,6.0,Scolopax minor,American Woodcock,0.0022,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,American Woodcock,americanwoodcock,californiatowhee,0.0022,3.0,6.0
3.0,6.0,Junco hyemalis,Dark-eyed Junco,0.0022,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Dark-eyed Junco,darkeyedjunco,californiatowhee,0.0022,3.0,6.0
3.0,6.0,Myiarchus crinitus,Great Crested Flycatcher,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Great Crested Flycatcher,greatcrestedflycatcher,californiatowhee,0.0021,3.0,6.0
3.0,6.0,Catharus ustulatus,Swainson's Thrush,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Swainson's Thrush,swainsonsthrush,californiatowhee,0.0021,3.0,6.0
3.0,6.0,Parkesia motacilla,Louisiana Waterthrush,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Louisiana Waterthrush,louisianawaterthrush,californiatowhee,0.0021,3.0,6.0
3.0,6.0,Seiurus aurocapilla,Ovenbird,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Ovenbird,ovenbird,californiatowhee,0.0021,3.0,6.0
6.0,9.0,Melozone crissalis,California Towhee,0.9697,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,California Towhee,californiatowhee,californiatowhee,0.9697,6.0,9.0
6.0,9.0,Melozone aberti,Abert's Towhee,0.0043,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Abert's Towhee,abertstowhee,californiatowhee,0.0043,6.0,9.0
6.0,9.0,Cinnyris nectarinioides,Black-bellied Sunbird,0.0027,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Black-bellied Sunbird,blackbelliedsunbird,californiatowhee,0.0027,6.0,9.0
6.0,9.0,Melozone albicollis,White-throated Towhee,0.0026,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,White-throated Towhee,whitethroatedtowhee,californiatowhee,0.0026,6.0,9.0
6.0,9.0,Bradypterus sylvaticus,Knysna Warbler,0.0026,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Knysna Warbler,knysnawarbler,californiatowhee,0.0026,6.0,9.0
6.0,9.0,Leiothlypis celata,Orange-crowned Warbler,0.0022,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Orange-crowned Warbler,orangecrownedwarbler,californiatowhee,0.0022,6.0,9.0
6.0,9.0,Cinnyris mariquensis,Mariqua Sunbird,0.0019,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Mariqua Sunbird,mariquasunbird,californiatowhee,0.0019,6.0,9.0
6.0,9.0,Acrocephalus bistrigiceps,Black-browed Reed Warbler,0.0007,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Black-browed Reed Warbler,blackbrowedreedwarbler,californiatowhee,0.0007,6.0,9.0
6.0,9.0,Leiothlypis peregrina,Tennessee Warbler,0.0007,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Tennessee Warbler,tennesseewarbler,californiatowhee,0.0007,6.0,9.0
6.0,9.0,Anthus spinoletta,Water Pipit,0.0006,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Water Pipit,waterpipit,californiatowhee,0.0006,6.0,9.0
6.0,9.0,Toxostoma redivivum,California Thrasher,0.0006,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,California Thrasher,californiathrasher,californiatowhee,0.0006,6.0,9.0
6.0,9.0,Cardellina pusilla,Wilson's Warbler,0.0006,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Wilson's Warbler,wilsonswarbler,californiatowhee,0.0006,6.0,9.0
6.0,9.0,Anthus petrosus,Rock Pipit,0.0004,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Rock Pipit,rockpipit,californiatowhee,0.0004,6.0,9.0
6.0,9.0,Parkesia noveboracensis,Northern Waterthrush,0.0004,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Northern Waterthrush,northernwaterthrush,californiatowhee,0.0004,6.0,9.0
6.0,9.0,Emberiza calandra,Corn Bunting,0.0004,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Corn Bunting,cornbunting,californiatowhee,0.0004,6.0,9.0
6.0,9.0,Pipilo maculatus,Spotted Towhee,0.0004,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Spotted Towhee,spottedtowhee,californiatowhee,0.0004,6.0,9.0
6.0,9.0,Zonotrichia atricapilla,Golden-crowned Sparrow,0.0004,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Golden-crowned Sparrow,goldencrownedsparrow,californiatowhee,0.0004,6.0,9.0
6.0,9.0,Myiothlypis nigrocristata,Black-crested Warbler,0.0004,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Black-crested Warbler,blackcrestedwarbler,californiatowhee,0.0004,6.0,9.0
6.0,9.0,Cardinalis sinuatus,Pyrrhuloxia,0.0003,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Pyrrhuloxia,pyrrhuloxia,californiatowhee,0.0003,6.0,9.0
6.0,9.0,Rhynchospiza stolzmanni,Tumbes Sparrow,0.0003,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Tumbes Sparrow,tumbessparrow,californiatowhee,0.0003,6.0,9.0
9.0,10.0,Engine,Engine,0.0068,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Engine,engine,californiatowhee,0.0068,9.0,10.0
9.0,10.0,Human vocal,Human vocal,0.0042,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Human vocal,humanvocal,californiatowhee,0.0042,9.0,10.0
9.0,10.0,Fireworks,Fireworks,0.0034,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Fireworks,fireworks,californiatowhee,0.0034,9.0,10.0
9.0,10.0,Bubo virginianus,Great Horned Owl,0.0033,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Great Horned Owl,greathornedowl,californiatowhee,0.0033,9.0,10.0
9.0,10.0,Power tools,Power tools,0.0032,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Power tools,powertools,californiatowhee,0.0032,9.0,10.0
9.0,10.0,Buteo jamaicensis,Red-tailed Hawk,0.0027,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Red-tailed Hawk,redtailedhawk,californiatowhee,0.0027,9.0,10.0
9.0,10.0,Dryobates minor,Lesser Spotted Woodpecker,0.0027,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Lesser Spotted Woodpecker,lesserspottedwoodpecker,californiatowhee,0.0027,9.0,10.0
9.0,10.0,Dryocopus pileatus,Pileated Woodpecker,0.0026,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Pileated Woodpecker,pileatedwoodpecker,californiatowhee,0.0026,9.0,10.0
9.0,10.0,Turdus merula,Eurasian Blackbird,0.0025,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Eurasian Blackbird,eurasianblackbird,californiatowhee,0.0025,9.0,10.0
9.0,10.0,Bombycilla cedrorum,Cedar Waxwing,0.0024,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Cedar Waxwing,cedarwaxwing,californiatowhee,0.0024,9.0,10.0
9.0,10.0,Loxia curvirostra,Red Crossbill,0.0023,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Red Crossbill,redcrossbill,californiatowhee,0.0023,9.0,10.0
9.0,10.0,Regulus regulus,Goldcrest,0.0023,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Goldcrest,goldcrest,californiatowhee,0.0023,9.0,10.0
9.0,10.0,Bonasa umbellus,Ruffed Grouse,0.0023,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Ruffed Grouse,ruffedgrouse,californiatowhee,0.0023,9.0,10.0
9.0,10.0,Catharus fuscescens,Veery,0.0022,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Veery,veery,californiatowhee,0.0022,9.0,10.0
9.0,10.0,Scolopax minor,American Woodcock,0.0022,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,American Woodcock,americanwoodcock,californiatowhee,0.0022,9.0,10.0
9.0,10.0,Junco hyemalis,Dark-eyed Junco,0.0022,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Dark-eyed Junco,darkeyedjunco,californiatowhee,0.0022,9.0,10.0
9.0,10.0,Myiarchus crinitus,Great Crested Flycatcher,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Great Crested Flycatcher,greatcrestedflycatcher,californiatowhee,0.0021,9.0,10.0
9.0,10.0,Catharus ustulatus,Swainson's Thrush,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Swainson's Thrush,swainsonsthrush,californiatowhee,0.0021,9.0,10.0
9.0,10.0,Parkesia motacilla,Louisiana Waterthrush,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Louisiana Waterthrush,louisianawaterthrush,californiatowhee,0.0021,9.0,10.0
9.0,10.0,Seiurus aurocapilla,Ovenbird,0.0021,Filtered_Without_Harmonics\Normalized_Audio\California Towhee.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,California Towhee.wav,California Towhee,Ovenbird,ovenbird,californiatowhee,0.0021,9.0,10.0
0.0,3.0,Icterus cucullatus,Hooded Oriole,0.9995,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Hooded Oriole,hoodedoriole,hoodedoriole,0.9995,0.0,3.0
0.0,3.0,Oenanthe oenanthe,Northern Wheatear,0.1976,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Northern Wheatear,northernwheatear,hoodedoriole,0.1976,0.0,3.0
0.0,3.0,Acrocephalus palustris,Marsh Warbler,0.056,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Marsh Warbler,marshwarbler,hoodedoriole,0.056,0.0,3.0
0.0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.008,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Eurasian Blackcap,eurasianblackcap,hoodedoriole,0.008,0.0,3.0
0.0,3.0,Curruca iberiae,Western Subalpine Warbler,0.0065,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Western Subalpine Warbler,westernsubalpinewarbler,hoodedoriole,0.0065,0.0,3.0
0.0,3.0,Luscinia megarhynchos,Common Nightingale,0.0061,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Common Nightingale,commonnightingale,hoodedoriole,0.0061,0.0,3.0
0.0,3.0,Curruca communis,Greater Whitethroat,0.0045,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Greater Whitethroat,greaterwhitethroat,hoodedoriole,0.0045,0.0,3.0
0.0,3.0,Icterus spurius,Orchard Oriole,0.0032,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Orchard Oriole,orchardoriole,hoodedoriole,0.0032,0.0,3.0
0.0,3.0,Hippolais polyglotta,Melodious Warbler,0.003,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Melodious Warbler,melodiouswarbler,hoodedoriole,0.003,0.0,3.0
0.0,3.0,Curruca curruca,Lesser Whitethroat,0.0027,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Lesser Whitethroat,lesserwhitethroat,hoodedoriole,0.0027,0.0,3.0
0.0,3.0,Vireo crassirostris,Thick-billed Vireo,0.0026,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Thick-billed Vireo,thickbilledvireo,hoodedoriole,0.0026,0.0,3.0
0.0,3.0,Hippolais languida,Upcher's Warbler,0.0018,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Upcher's Warbler,upcherswarbler,hoodedoriole,0.0018,0.0,3.0
0.0,3.0,Sylvia borin,Garden Warbler,0.0018,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Garden Warbler,gardenwarbler,hoodedoriole,0.0018,0.0,3.0
0.0,3.0,Tyrannus vociferans,Cassin's Kingbird,0.0018,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Cassin's Kingbird,cassinskingbird,hoodedoriole,0.0018,0.0,3.0
0.0,3.0,Lanius collurio,Red-backed Shrike,0.0017,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Red-backed Shrike,redbackedshrike,hoodedoriole,0.0017,0.0,3.0
0.0,3.0,Iduna opaca,Western Olivaceous Warbler,0.0015,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Western Olivaceous Warbler,westernolivaceouswarbler,hoodedoriole,0.0015,0.0,3.0
0.0,3.0,Vireo nelsoni,Dwarf Vireo,0.0015,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Dwarf Vireo,dwarfvireo,hoodedoriole,0.0015,0.0,3.0
0.0,3.0,Vireo griseus,White-eyed Vireo,0.0014,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,White-eyed Vireo,whiteeyedvireo,hoodedoriole,0.0014,0.0,3.0
0.0,3.0,Vireo vicinior,Gray Vireo,0.0014,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Gray Vireo,grayvireo,hoodedoriole,0.0014,0.0,3.0
0.0,3.0,Icterus bullockii,Bullock's Oriole,0.0013,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Bullock's Oriole,bullocksoriole,hoodedoriole,0.0013,0.0,3.0
3.0,6.0,Icterus cucullatus,Hooded Oriole,0.9802,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Hooded Oriole,hoodedoriole,hoodedoriole,0.9802,3.0,6.0
3.0,6.0,Toxostoma curvirostre,Curve-billed Thrasher,0.488,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Curve-billed Thrasher,curvebilledthrasher,hoodedoriole,0.488,3.0,6.0
3.0,6.0,Acrocephalus palustris,Marsh Warbler,0.1059,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Marsh Warbler,marshwarbler,hoodedoriole,0.1059,3.0,6.0
3.0,6.0,Cisticola erythrops,Red-faced Cisticola,0.0063,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Red-faced Cisticola,redfacedcisticola,hoodedoriole,0.0063,3.0,6.0
3.0,6.0,Oenanthe oenanthe,Northern Wheatear,0.0056,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Northern Wheatear,northernwheatear,hoodedoriole,0.0056,3.0,6.0
3.0,6.0,Curruca iberiae,Western Subalpine Warbler,0.005,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Western Subalpine Warbler,westernsubalpinewarbler,hoodedoriole,0.005,3.0,6.0
3.0,6.0,Cisticola cantans,Singing Cisticola,0.0043,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Singing Cisticola,singingcisticola,hoodedoriole,0.0043,3.0,6.0
3.0,6.0,Acrocephalus australis,Australian Reed Warbler,0.0037,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Australian Reed Warbler,australianreedwarbler,hoodedoriole,0.0037,3.0,6.0
3.0,6.0,Sylvia atricapilla,Eurasian Blackcap,0.0035,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Eurasian Blackcap,eurasianblackcap,hoodedoriole,0.0035,3.0,6.0
3.0,6.0,Curruca communis,Greater Whitethroat,0.0021,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Greater Whitethroat,greaterwhitethroat,hoodedoriole,0.0021,3.0,6.0
3.0,6.0,Iduna caligata,Booted Warbler,0.002,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Booted Warbler,bootedwarbler,hoodedoriole,0.002,3.0,6.0
3.0,6.0,Sylvia borin,Garden Warbler,0.0017,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Garden Warbler,gardenwarbler,hoodedoriole,0.0017,3.0,6.0
3.0,6.0,Calliope calliope,Siberian Rubythroat,0.0016,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Siberian Rubythroat,siberianrubythroat,hoodedoriole,0.0016,3.0,6.0
3.0,6.0,Icterus spurius,Orchard Oriole,0.0016,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Orchard Oriole,orchardoriole,hoodedoriole,0.0016,3.0,6.0
3.0,6.0,Troglodytes aedon,House Wren,0.0013,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,House Wren,housewren,hoodedoriole,0.0013,3.0,6.0
3.0,6.0,Calamanthus fuliginosus,Striated Fieldwren,0.0013,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Striated Fieldwren,striatedfieldwren,hoodedoriole,0.0013,3.0,6.0
3.0,6.0,Arundinax aedon,Thick-billed Warbler,0.0011,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Thick-billed Warbler,thickbilledwarbler,hoodedoriole,0.0011,3.0,6.0
3.0,6.0,Luscinia megarhynchos,Common Nightingale,0.0011,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Common Nightingale,commonnightingale,hoodedoriole,0.0011,3.0,6.0
3.0,6.0,Vireo atricapilla,Black-capped Vireo,0.0011,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Black-capped Vireo,blackcappedvireo,hoodedoriole,0.0011,3.0,6.0
3.0,6.0,Toxostoma redivivum,California Thrasher,0.0011,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,California Thrasher,californiathrasher,hoodedoriole,0.0011,3.0,6.0
6.0,9.0,Icterus cucullatus,Hooded Oriole,0.9983,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Hooded Oriole,hoodedoriole,hoodedoriole,0.9983,6.0,9.0
6.0,9.0,Toxostoma curvirostre,Curve-billed Thrasher,0.3714,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Curve-billed Thrasher,curvebilledthrasher,hoodedoriole,0.3714,6.0,9.0
6.0,9.0,Icterus bullockii,Bullock's Oriole,0.01,Filtered_Without_Harmonics\Normalized_Audio\Hooded Oriole.wav,-1.0,-1.0,-1,0.01,without_harmonics,E1_no_metadata,Hooded Oriole.wav,Hooded Oriole,Bullock's Oriole,bullocksoriole,hoodedoriole,0.01,6.0,9.0
