experiment,file,source_path,bird,expected_birdnet_species,distance,start_s,end_s,window_duration_s,active_overlap_seconds,active_overlap_fraction,is_active_window,top1_prediction,top1_confidence,top2_prediction,top2_confidence,top3_prediction,top3_confidence,expected_detected,expected_rank,expected_confidence,correct_top1,correct_top3,correct_top5
E3_location_only,Spotted_Towhee_4ft.wav,Birdsongs Recordings\4ft\Spotted_Towhee_4ft.wav,Spotted Towhee,Spotted Towhee,4ft,3.0,6.0,3.0,0.0,0.0,False,Wrentit,0.0348,Northern Cardinal,0.0179,Virginia Rail,0.0122,False,,0.0,False,False,False
E3_location_only,Spotted_Towhee_4ft.wav,Birdsongs Recordings\4ft\Spotted_Towhee_4ft.wav,Spotted Towhee,Spotted Towhee,4ft,6.0,9.0,3.0,1.3500000000000005,0.4500000000000002,True,Spotted Towhee,0.9896,Green-tailed Towhee,0.1019,Rufous-crowned Sparrow,0.0007,True,1.0,0.9896,True,True,True
E3_location_only,Spotted_Towhee_4ft.wav,Birdsongs Recordings\4ft\Spotted_Towhee_4ft.wav,Spotted Towhee,Spotted Towhee,4ft,9.0,10.0,1.0,0.0,0.0,False,California Towhee,0.0095,Lazuli Bunting,0.0085,Cooper's Hawk,0.0078,True,15.0,0.0037,False,False,False
E3_location_only,American_Robin_8ft.wav,Birdsongs Recordings\8ft\American_Robin_8ft.wav,American Robin,American Robin,8ft,0.0,3.0,3.0,2.45,0.8166666666666668,True,American Robin,0.7723,Black-headed Grosbeak,0.0246,Northern Mockingbird,0.0125,True,1.0,0.7723,True,True,True
E3_location_only,American_Robin_8ft.wav,Birdsongs Recordings\8ft\American_Robin_8ft.wav,American Robin,American Robin,8ft,3.0,6.0,3.0,1.9000000000000004,0.6333333333333334,True,American Robin,0.9597,Purple Finch,0.0008,Northern Mockingbird,0.0006,True,1.0,0.9597,True,True,True
E3_location_only,American_Robin_8ft.wav,Birdsongs Recordings\8ft\American_Robin_8ft.wav,American Robin,American Robin,8ft,6.0,9.0,3.0,1.4000000000000004,0.4666666666666668,True,American Robin,0.969,Northern Mockingbird,0.0073,Black-headed Grosbeak,0.0013,True,1.0,0.969,True,True,True
E3_location_only,American_Robin_8ft.wav,Birdsongs Recordings\8ft\American_Robin_8ft.wav,American Robin,American Robin,8ft,9.0,10.0,1.0,1.0,1.0,True,American Robin,0.7264,Black-headed Grosbeak,0.1164,Townsend's Solitaire,0.0076,True,1.0,0.7264,True,True,True
E3_location_only,Annas_Hummingbird_8ft.wav,Birdsongs Recordings\8ft\Annas_Hummingbird_8ft.wav,Anna's Hummingbird,Anna's Hummingbird,8ft,0.0,3.0,3.0,1.5,0.5,True,Anna's Hummingbird,0.991,Black Phoebe,0.002,Pacific-slope Flycatcher,0.0012,True,1.0,0.991,True,True,True
E3_location_only,Annas_Hummingbird_8ft.wav,Birdsongs Recordings\8ft\Annas_Hummingbird_8ft.wav,Anna's Hummingbird,Anna's Hummingbird,8ft,3.0,6.0,3.0,3.0,1.0,True,Anna's Hummingbird,0.9947,House Wren,0.0011,Bewick's Wren,0.0008,True,1.0,0.9947,True,True,True
E3_location_only,Annas_Hummingbird_8ft.wav,Birdsongs Recordings\8ft\Annas_Hummingbird_8ft.wav,Anna's Hummingbird,Anna's Hummingbird,8ft,6.0,9.0,3.0,3.0,1.0,True,Anna's Hummingbird,0.9986,Savannah Sparrow,0.0014,Barn Owl,0.0011,True,1.0,0.9986,True,True,True
E3_location_only,Annas_Hummingbird_8ft.wav,Birdsongs Recordings\8ft\Annas_Hummingbird_8ft.wav,Anna's Hummingbird,Anna's Hummingbird,8ft,9.0,10.0,1.0,0.6999999999999993,0.6999999999999993,True,Anna's Hummingbird,0.8509,Savannah Sparrow,0.0157,Brewer's Sparrow,0.0041,True,1.0,0.8509,True,True,True
E3_location_only,Barn_Swallow_8ft.wav,Birdsongs Recordings\8ft\Barn_Swallow_8ft.wav,Barn Swallow,Barn Swallow,8ft,0.0,3.0,3.0,2.7,0.9,True,Barn Swallow,0.9986,Bank Swallow,0.0009,White-throated Swift,0.0008,True,1.0,0.9986,True,True,True
E3_location_only,Barn_Swallow_8ft.wav,Birdsongs Recordings\8ft\Barn_Swallow_8ft.wav,Barn Swallow,Barn Swallow,8ft,3.0,6.0,3.0,3.0,1.0,True,Barn Swallow,0.9943,Cliff Swallow,0.0683,White-throated Swift,0.0024,True,1.0,0.9943,True,True,True
E3_location_only,Barn_Swallow_8ft.wav,Birdsongs Recordings\8ft\Barn_Swallow_8ft.wav,Barn Swallow,Barn Swallow,8ft,6.0,9.0,3.0,3.0,1.0,True,Barn Swallow,0.9782,Cliff Swallow,0.0042,Marsh Wren,0.0017,True,1.0,0.9782,True,True,True
E3_location_only,Barn_Swallow_8ft.wav,Birdsongs Recordings\8ft\Barn_Swallow_8ft.wav,Barn Swallow,Barn Swallow,8ft,9.0,10.0,1.0,0.1999999999999993,0.1999999999999993,False,Belted Kingfisher,0.0145,Wrentit,0.0028,Hairy Woodpecker,0.0019,False,,0.0,False,False,False
E3_location_only,Bewicks_Wren_8ft.wav,Birdsongs Recordings\8ft\Bewicks_Wren_8ft.wav,Bewick's Wren,Bewick's Wren,8ft,0.0,3.0,3.0,2.4,0.7999999999999999,True,Bewick's Wren,0.8914,Black-throated Sparrow,0.317,Song Sparrow,0.0098,True,1.0,0.8914,True,True,True
E3_location_only,Bewicks_Wren_8ft.wav,Birdsongs Recordings\8ft\Bewicks_Wren_8ft.wav,Bewick's Wren,Bewick's Wren,8ft,3.0,6.0,3.0,0.0,0.0,False,Black Phoebe,0.3167,Cooper's Hawk,0.1127,Downy Woodpecker,0.0183,False,,0.0,False,False,False
E3_location_only,Bewicks_Wren_8ft.wav,Birdsongs Recordings\8ft\Bewicks_Wren_8ft.wav,Bewick's Wren,Bewick's Wren,8ft,6.0,9.0,3.0,0.0,0.0,False,Black Phoebe,0.4148,Song Sparrow,0.0261,Canada Goose,0.0141,False,,0.0,False,False,False
E3_location_only,Bewicks_Wren_8ft.wav,Birdsongs Recordings\8ft\Bewicks_Wren_8ft.wav,Bewick's Wren,Bewick's Wren,8ft,9.0,10.0,1.0,0.0,0.0,False,Red-shouldered Hawk,0.007,Red-tailed Hawk,0.0069,American Crow,0.0055,False,,0.0,False,False,False
E3_location_only,Black_Phoebe_8ft.wav,Birdsongs Recordings\8ft\Black_Phoebe_8ft.wav,Black Phoebe,Black Phoebe,8ft,0.0,3.0,3.0,0.7500000000000002,0.25000000000000006,True,Black Phoebe,0.9982,Bushtit,0.0005,Wrentit,0.0003,True,1.0,0.9982,True,True,True
E3_location_only,Black_Phoebe_8ft.wav,Birdsongs Recordings\8ft\Black_Phoebe_8ft.wav,Black Phoebe,Black Phoebe,8ft,3.0,6.0,3.0,0.8999999999999999,0.3,True,Black Phoebe,0.9994,Cooper's Hawk,0.0005,Bushtit,0.0005,True,1.0,0.9994,True,True,True
E3_location_only,Black_Phoebe_8ft.wav,Birdsongs Recordings\8ft\Black_Phoebe_8ft.wav,Black Phoebe,Black Phoebe,8ft,6.0,9.0,3.0,0.7999999999999989,0.26666666666666633,True,Black Phoebe,0.9984,Anna's Hummingbird,0.0007,Bushtit,0.0006,True,1.0,0.9984,True,True,True
E3_location_only,Black_Phoebe_8ft.wav,Birdsongs Recordings\8ft\Black_Phoebe_8ft.wav,Black Phoebe,Black Phoebe,8ft,9.0,10.0,1.0,0.40000000000000036,0.40000000000000036,True,Black Phoebe,0.9996,Bushtit,0.0003,Lesser Goldfinch,0.0003,True,1.0,0.9996,True,True,True
E3_location_only,California_Towhee_8ft.wav,Birdsongs Recordings\8ft\California_Towhee_8ft.wav,California Towhee,California Towhee,8ft,0.0,3.0,3.0,1.35,0.45,True,California Towhee,0.9996,Orange-crowned Warbler,0.0013,Nuttall's Woodpecker,0.0012,True,1.0,0.9996,True,True,True
E3_location_only,California_Towhee_8ft.wav,Birdsongs Recordings\8ft\California_Towhee_8ft.wav,California Towhee,California Towhee,8ft,3.0,6.0,3.0,0.0,0.0,False,Black Phoebe,0.4809,Cooper's Hawk,0.0111,Northern Mockingbird,0.008,False,,0.0,False,False,False
E3_location_only,California_Towhee_8ft.wav,Birdsongs Recordings\8ft\California_Towhee_8ft.wav,California Towhee,California Towhee,8ft,6.0,9.0,3.0,1.4499999999999993,0.4833333333333331,True,California Towhee,0.9931,Abert's Towhee,0.0021,California Thrasher,0.0005,True,1.0,0.9931,True,True,True
E3_location_only,California_Towhee_8ft.wav,Birdsongs Recordings\8ft\California_Towhee_8ft.wav,California Towhee,California Towhee,8ft,9.0,10.0,1.0,0.0,0.0,False,Cooper's Hawk,0.0307,Black Phoebe,0.0196,Western Wood-Pewee,0.0037,False,,0.0,False,False,False
E3_location_only,Dark_eyed_Junco_8ft.wav,Birdsongs Recordings\8ft\Dark_eyed_Junco_8ft.wav,Dark-eyed Junco,Dark-eyed Junco,8ft,0.0,3.0,3.0,1.7500000000000002,0.5833333333333334,True,Dark-eyed Junco,0.9579,Chipping Sparrow,0.0105,Yellow-rumped Warbler,0.0021,True,1.0,0.9579,True,True,True
E3_location_only,Dark_eyed_Junco_8ft.wav,Birdsongs Recordings\8ft\Dark_eyed_Junco_8ft.wav,Dark-eyed Junco,Dark-eyed Junco,8ft,3.0,6.0,3.0,0.0,0.0,False,Black Phoebe,0.5473,Cooper's Hawk,0.0069,Killdeer,0.0047,False,,0.0,False,False,False
E3_location_only,Dark_eyed_Junco_8ft.wav,Birdsongs Recordings\8ft\Dark_eyed_Junco_8ft.wav,Dark-eyed Junco,Dark-eyed Junco,8ft,6.0,9.0,3.0,1.8500000000000005,0.6166666666666668,True,Dark-eyed Junco,0.9858,Chipping Sparrow,0.0211,Yellow-rumped Warbler,0.0012,True,1.0,0.9858,True,True,True
E3_location_only,Dark_eyed_Junco_8ft.wav,Birdsongs Recordings\8ft\Dark_eyed_Junco_8ft.wav,Dark-eyed Junco,Dark-eyed Junco,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.0506,Cooper's Hawk,0.0146,Red-tailed Hawk,0.0076,False,,0.0,False,False,False
E3_location_only,European_Starling_8ft.wav,Birdsongs Recordings\8ft\European_Starling_8ft.wav,European Starling,European Starling,8ft,0.0,3.0,3.0,2.6,0.8666666666666667,True,American Robin,0.1391,Spotted Sandpiper,0.0201,Red-tailed Hawk,0.0187,True,18.0,0.0029,False,False,False
E3_location_only,European_Starling_8ft.wav,Birdsongs Recordings\8ft\European_Starling_8ft.wav,European Starling,European Starling,8ft,3.0,6.0,3.0,3.0,1.0,True,American Robin,0.113,European Starling,0.0692,Mountain Chickadee,0.0103,True,2.0,0.0692,False,True,True
E3_location_only,European_Starling_8ft.wav,Birdsongs Recordings\8ft\European_Starling_8ft.wav,European Starling,European Starling,8ft,6.0,9.0,3.0,3.0,1.0,True,European Starling,0.3068,Oak Titmouse,0.0205,Mallard,0.0115,True,1.0,0.3068,True,True,True
E3_location_only,European_Starling_8ft.wav,Birdsongs Recordings\8ft\European_Starling_8ft.wav,European Starling,European Starling,8ft,9.0,10.0,1.0,1.0,1.0,True,European Starling,0.2004,Brewer's Blackbird,0.0071,House Sparrow,0.0034,True,1.0,0.2004,True,True,True
E3_location_only,Hooded_Oriole_8ft.wav,Birdsongs Recordings\8ft\Hooded_Oriole_8ft.wav,Hooded Oriole,Hooded Oriole,8ft,0.0,3.0,3.0,1.35,0.45,True,Hooded Oriole,0.9939,Cassin's Kingbird,0.0075,Bullock's Oriole,0.0028,True,1.0,0.9939,True,True,True
E3_location_only,Hooded_Oriole_8ft.wav,Birdsongs Recordings\8ft\Hooded_Oriole_8ft.wav,Hooded Oriole,Hooded Oriole,8ft,3.0,6.0,3.0,1.6500000000000008,0.5500000000000003,True,Hooded Oriole,0.3795,Western Tanager,0.001,Loggerhead Shrike,0.0002,True,1.0,0.3795,True,True,True
E3_location_only,Hooded_Oriole_8ft.wav,Birdsongs Recordings\8ft\Hooded_Oriole_8ft.wav,Hooded Oriole,Hooded Oriole,8ft,6.0,9.0,3.0,2.4000000000000004,0.8000000000000002,True,Hooded Oriole,0.9871,Bullock's Oriole,0.0075,Cassin's Kingbird,0.0008,True,1.0,0.9871,True,True,True
E3_location_only,Hooded_Oriole_8ft.wav,Birdsongs Recordings\8ft\Hooded_Oriole_8ft.wav,Hooded Oriole,Hooded Oriole,8ft,9.0,10.0,1.0,0.8499999999999996,0.8499999999999996,True,Western Tanager,0.863,Hooded Oriole,0.3495,Cassin's Finch,0.0171,True,2.0,0.3495,False,True,True
E3_location_only,House_Finch_8ft.wav,Birdsongs Recordings\8ft\House_Finch_8ft.wav,House Finch,House Finch,8ft,0.0,3.0,3.0,2.55,0.85,True,House Finch,0.6912,Purple Finch,0.0048,Townsend's Solitaire,0.0032,True,1.0,0.6912,True,True,True
E3_location_only,House_Finch_8ft.wav,Birdsongs Recordings\8ft\House_Finch_8ft.wav,House Finch,House Finch,8ft,3.0,6.0,3.0,0.6999999999999997,0.23333333333333325,True,House Finch,0.0358,Purple Finch,0.0099,Blue Grosbeak,0.0091,True,1.0,0.0358,True,True,True
E3_location_only,House_Finch_8ft.wav,Birdsongs Recordings\8ft\House_Finch_8ft.wav,House Finch,House Finch,8ft,6.0,9.0,3.0,2.0,0.6666666666666666,True,House Finch,0.1712,Townsend's Solitaire,0.0044,Purple Finch,0.0025,True,1.0,0.1712,True,True,True
E3_location_only,House_Finch_8ft.wav,Birdsongs Recordings\8ft\House_Finch_8ft.wav,House Finch,House Finch,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.8078,Cooper's Hawk,0.0139,Hammond's Flycatcher,0.0098,False,,0.0,False,False,False
E3_location_only,House_Sparrow_8ft.wav,Birdsongs Recordings\8ft\House_Sparrow_8ft.wav,House Sparrow,House Sparrow,8ft,0.0,3.0,3.0,1.7420000000000002,0.5806666666666668,True,House Sparrow,0.1793,House Finch,0.0013,Tree Swallow,0.0009,True,1.0,0.1793,True,True,True
E3_location_only,House_Sparrow_8ft.wav,Birdsongs Recordings\8ft\House_Sparrow_8ft.wav,House Sparrow,House Sparrow,8ft,3.0,6.0,3.0,1.8359999999999999,0.612,True,House Sparrow,0.2466,Tree Swallow,0.005,Cactus Wren,0.0006,True,1.0,0.2466,True,True,True
E3_location_only,House_Sparrow_8ft.wav,Birdsongs Recordings\8ft\House_Sparrow_8ft.wav,House Sparrow,House Sparrow,8ft,6.0,9.0,3.0,1.8360000000000003,0.6120000000000001,True,House Sparrow,0.3691,Tree Swallow,0.0179,Northern Mockingbird,0.0007,True,1.0,0.3691,True,True,True
E3_location_only,House_Sparrow_8ft.wav,Birdsongs Recordings\8ft\House_Sparrow_8ft.wav,House Sparrow,House Sparrow,8ft,9.0,10.0,1.0,0.6420000000000012,0.6420000000000012,True,House Sparrow,0.3607,House Finch,0.0213,Black-headed Grosbeak,0.0047,True,1.0,0.3607,True,True,True
E3_location_only,Lesser_Goldfinch_8ft.wav,Birdsongs Recordings\8ft\Lesser_Goldfinch_8ft.wav,Lesser Goldfinch,Lesser Goldfinch,8ft,0.0,3.0,3.0,3.0,1.0,True,Lesser Goldfinch,0.4873,Lawrence's Goldfinch,0.0206,Lark Sparrow,0.006,True,1.0,0.4873,True,True,True
E3_location_only,Lesser_Goldfinch_8ft.wav,Birdsongs Recordings\8ft\Lesser_Goldfinch_8ft.wav,Lesser Goldfinch,Lesser Goldfinch,8ft,3.0,6.0,3.0,2.3999999999999995,0.7999999999999998,True,Lesser Goldfinch,0.0463,Lazuli Bunting,0.0431,American Goldfinch,0.0095,True,1.0,0.0463,True,True,True
E3_location_only,Lesser_Goldfinch_8ft.wav,Birdsongs Recordings\8ft\Lesser_Goldfinch_8ft.wav,Lesser Goldfinch,Lesser Goldfinch,8ft,6.0,9.0,3.0,3.0,1.0,True,Lesser Goldfinch,0.2305,Lawrence's Goldfinch,0.0047,Lark Sparrow,0.0033,True,1.0,0.2305,True,True,True
E3_location_only,Lesser_Goldfinch_8ft.wav,Birdsongs Recordings\8ft\Lesser_Goldfinch_8ft.wav,Lesser Goldfinch,Lesser Goldfinch,8ft,9.0,10.0,1.0,0.9920000000000009,0.9920000000000009,True,American Goldfinch,0.226,Lesser Goldfinch,0.0047,Fox Sparrow,0.0018,True,2.0,0.0047,False,True,True
E3_location_only,Mourning_Dove_8ft.wav,Birdsongs Recordings\8ft\Mourning_Dove_8ft.wav,Mourning Dove,Mourning Dove,8ft,0.0,3.0,3.0,1.0,0.3333333333333333,True,Black Phoebe,0.4863,Mourning Dove,0.1052,Eurasian Collared-Dove,0.0102,True,2.0,0.1052,False,True,True
E3_location_only,Mourning_Dove_8ft.wav,Birdsongs Recordings\8ft\Mourning_Dove_8ft.wav,Mourning Dove,Mourning Dove,8ft,3.0,6.0,3.0,2.3,0.7666666666666666,True,Mourning Dove,0.5156,Black Phoebe,0.0798,Eurasian Collared-Dove,0.0076,True,1.0,0.5156,True,True,True
E3_location_only,Mourning_Dove_8ft.wav,Birdsongs Recordings\8ft\Mourning_Dove_8ft.wav,Mourning Dove,Mourning Dove,8ft,6.0,9.0,3.0,1.2999999999999998,0.4333333333333333,True,Eurasian Collared-Dove,0.0292,Mourning Dove,0.0199,Black Phoebe,0.0156,True,2.0,0.0199,False,True,True
E3_location_only,Mourning_Dove_8ft.wav,Birdsongs Recordings\8ft\Mourning_Dove_8ft.wav,Mourning Dove,Mourning Dove,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.8517,Cooper's Hawk,0.0025,Great-tailed Grackle,0.0006,False,,0.0,False,False,False
E3_location_only,Northern_House_Wren_8ft.wav,Birdsongs Recordings\8ft\Northern_House_Wren_8ft.wav,Northern House Wren,House Wren,8ft,0.0,3.0,3.0,2.7,0.9,True,House Wren,0.9912,Orange-crowned Warbler,0.0024,Western Wood-Pewee,0.0018,True,1.0,0.9912,True,True,True
E3_location_only,Northern_House_Wren_8ft.wav,Birdsongs Recordings\8ft\Northern_House_Wren_8ft.wav,Northern House Wren,House Wren,8ft,3.0,6.0,3.0,0.8000000000000003,0.2666666666666668,True,House Wren,0.1471,Rufous-crowned Sparrow,0.0966,Marsh Wren,0.0575,True,1.0,0.1471,True,True,True
E3_location_only,Northern_House_Wren_8ft.wav,Birdsongs Recordings\8ft\Northern_House_Wren_8ft.wav,Northern House Wren,House Wren,8ft,6.0,9.0,3.0,2.8000000000000007,0.9333333333333336,True,House Wren,0.9958,American Goldfinch,0.0015,Western Wood-Pewee,0.0013,True,1.0,0.9958,True,True,True
E3_location_only,Northern_House_Wren_8ft.wav,Birdsongs Recordings\8ft\Northern_House_Wren_8ft.wav,Northern House Wren,House Wren,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.9019,Lesser Goldfinch,0.0043,Rock Wren,0.002,False,,0.0,False,False,False
E3_location_only,Northern_Mockingbird_8ft.wav,Birdsongs Recordings\8ft\Northern_Mockingbird_8ft.wav,Northern Mockingbird,Northern Mockingbird,8ft,0.0,3.0,3.0,1.6499999999999997,0.5499999999999999,True,Northern Mockingbird,0.3954,California Thrasher,0.0028,Rock Wren,0.0027,True,1.0,0.3954,True,True,True
E3_location_only,Northern_Mockingbird_8ft.wav,Birdsongs Recordings\8ft\Northern_Mockingbird_8ft.wav,Northern Mockingbird,Northern Mockingbird,8ft,3.0,6.0,3.0,1.1499999999999995,0.38333333333333314,True,Northern Mockingbird,0.5643,Great-tailed Grackle,0.0247,Spotted Towhee,0.0121,True,1.0,0.5643,True,True,True
E3_location_only,Northern_Mockingbird_8ft.wav,Birdsongs Recordings\8ft\Northern_Mockingbird_8ft.wav,Northern Mockingbird,Northern Mockingbird,8ft,6.0,9.0,3.0,2.13,0.71,True,Northern Mockingbird,0.8684,Wrentit,0.0131,Yellow-breasted Chat,0.0042,True,1.0,0.8684,True,True,True
E3_location_only,Northern_Mockingbird_8ft.wav,Birdsongs Recordings\8ft\Northern_Mockingbird_8ft.wav,Northern Mockingbird,Northern Mockingbird,8ft,9.0,10.0,1.0,0.27999999999999936,0.27999999999999936,True,Wrentit,0.3603,House Finch,0.0242,Northern Mockingbird,0.0151,True,3.0,0.0151,False,True,True
E3_location_only,Northern_Yellow_Warbler_8ft.wav,Birdsongs Recordings\8ft\Northern_Yellow_Warbler_8ft.wav,Northern Yellow Warbler,Yellow Warbler,8ft,0.0,3.0,3.0,0.0,0.0,False,Black Phoebe,0.8058,Cooper's Hawk,0.0138,White-breasted Nuthatch,0.0068,False,,0.0,False,False,False
E3_location_only,Northern_Yellow_Warbler_8ft.wav,Birdsongs Recordings\8ft\Northern_Yellow_Warbler_8ft.wav,Northern Yellow Warbler,Yellow Warbler,8ft,3.0,6.0,3.0,1.3499999999999996,0.4499999999999999,True,Yellow Warbler,0.9017,Black Phoebe,0.0411,Willow Flycatcher,0.0056,True,1.0,0.9017,True,True,True
E3_location_only,Northern_Yellow_Warbler_8ft.wav,Birdsongs Recordings\8ft\Northern_Yellow_Warbler_8ft.wav,Northern Yellow Warbler,Yellow Warbler,8ft,6.0,9.0,3.0,0.09999999999999964,0.033333333333333215,False,Black Phoebe,0.9709,Song Sparrow,0.0303,White-breasted Nuthatch,0.0091,True,6.0,0.005,False,False,False
E3_location_only,Northern_Yellow_Warbler_8ft.wav,Birdsongs Recordings\8ft\Northern_Yellow_Warbler_8ft.wav,Northern Yellow Warbler,Yellow Warbler,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.9328,Western Wood-Pewee,0.0009,Cooper's Hawk,0.0008,False,,0.0,False,False,False
E3_location_only,Oak_Titmouse_8ft.wav,Birdsongs Recordings\8ft\Oak_Titmouse_8ft.wav,Oak Titmouse,Oak Titmouse,8ft,0.0,3.0,3.0,1.3,0.43333333333333335,True,Black Phoebe,0.063,Oak Titmouse,0.0161,Crissal Thrasher,0.0049,True,2.0,0.0161,False,True,True
E3_location_only,Oak_Titmouse_8ft.wav,Birdsongs Recordings\8ft\Oak_Titmouse_8ft.wav,Oak Titmouse,Oak Titmouse,8ft,3.0,6.0,3.0,1.0000000000000004,0.3333333333333335,True,Oak Titmouse,0.9964,Black Phoebe,0.006,Spotted Towhee,0.0025,True,1.0,0.9964,True,True,True
E3_location_only,Oak_Titmouse_8ft.wav,Birdsongs Recordings\8ft\Oak_Titmouse_8ft.wav,Oak Titmouse,Oak Titmouse,8ft,6.0,9.0,3.0,1.4499999999999993,0.4833333333333331,True,Oak Titmouse,0.9976,Black Phoebe,0.0108,Nuttall's Woodpecker,0.0029,True,1.0,0.9976,True,True,True
E3_location_only,Oak_Titmouse_8ft.wav,Birdsongs Recordings\8ft\Oak_Titmouse_8ft.wav,Oak Titmouse,Oak Titmouse,8ft,9.0,10.0,1.0,0.9000000000000004,0.9000000000000004,True,Oak Titmouse,0.9995,Spotted Towhee,0.011,California Towhee,0.0066,True,1.0,0.9995,True,True,True
E3_location_only,Rock_Pigeon_8ft.wav,Birdsongs Recordings\8ft\Rock_Pigeon_8ft.wav,Rock Pigeon,Rock Pigeon,8ft,0.0,3.0,3.0,1.5499999999999998,0.5166666666666666,True,Rock Pigeon,0.9995,Black Phoebe,0.0152,Cooper's Hawk,0.0015,True,1.0,0.9995,True,True,True
E3_location_only,Rock_Pigeon_8ft.wav,Birdsongs Recordings\8ft\Rock_Pigeon_8ft.wav,Rock Pigeon,Rock Pigeon,8ft,3.0,6.0,3.0,1.0499999999999998,0.3499999999999999,True,Rock Pigeon,0.9966,Black Phoebe,0.1867,Cooper's Hawk,0.0016,True,1.0,0.9966,True,True,True
E3_location_only,Rock_Pigeon_8ft.wav,Birdsongs Recordings\8ft\Rock_Pigeon_8ft.wav,Rock Pigeon,Rock Pigeon,8ft,6.0,9.0,3.0,1.0999999999999996,0.36666666666666653,True,Rock Pigeon,0.9981,Black Phoebe,0.2282,Cooper's Hawk,0.001,True,1.0,0.9981,True,True,True
E3_location_only,Rock_Pigeon_8ft.wav,Birdsongs Recordings\8ft\Rock_Pigeon_8ft.wav,Rock Pigeon,Rock Pigeon,8ft,9.0,10.0,1.0,0.0,0.0,False,Pileated Woodpecker,0.0078,Yellow-breasted Chat,0.0061,Northern Cardinal,0.0019,True,17.0,0.0005,False,False,False
E3_location_only,Song_Sparrow_8ft.wav,Birdsongs Recordings\8ft\Song_Sparrow_8ft.wav,Song Sparrow,Song Sparrow,8ft,0.0,3.0,3.0,0.0,0.0,False,House Finch,0.0982,Northern Rough-winged Swallow,0.0364,Red-shouldered Hawk,0.0104,False,,0.0,False,False,False
E3_location_only,Song_Sparrow_8ft.wav,Birdsongs Recordings\8ft\Song_Sparrow_8ft.wav,Song Sparrow,Song Sparrow,8ft,3.0,6.0,3.0,2.6500000000000004,0.8833333333333334,True,Song Sparrow,0.9496,Virginia Rail,0.0019,Vesper Sparrow,0.0015,True,1.0,0.9496,True,True,True
E3_location_only,Song_Sparrow_8ft.wav,Birdsongs Recordings\8ft\Song_Sparrow_8ft.wav,Song Sparrow,Song Sparrow,8ft,6.0,9.0,3.0,0.0,0.0,False,Black Phoebe,0.9349,White-breasted Nuthatch,0.0073,Cooper's Hawk,0.0054,True,4.0,0.0052,False,False,True
E3_location_only,Song_Sparrow_8ft.wav,Birdsongs Recordings\8ft\Song_Sparrow_8ft.wav,Song Sparrow,Song Sparrow,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.9552,Cooper's Hawk,0.0099,Western Wood-Pewee,0.0021,False,,0.0,False,False,False
E3_location_only,Spotted_Towhee_8ft.wav,Birdsongs Recordings\8ft\Spotted_Towhee_8ft.wav,Spotted Towhee,Spotted Towhee,8ft,0.0,3.0,3.0,1.3,0.43333333333333335,True,Spotted Towhee,0.9755,Green-tailed Towhee,0.0427,Black-chinned Sparrow,0.0009,True,1.0,0.9755,True,True,True
E3_location_only,Spotted_Towhee_8ft.wav,Birdsongs Recordings\8ft\Spotted_Towhee_8ft.wav,Spotted Towhee,Spotted Towhee,8ft,3.0,6.0,3.0,0.0,0.0,False,Black Phoebe,0.3251,Cooper's Hawk,0.0098,White-breasted Nuthatch,0.0062,False,,0.0,False,False,False
E3_location_only,Spotted_Towhee_8ft.wav,Birdsongs Recordings\8ft\Spotted_Towhee_8ft.wav,Spotted Towhee,Spotted Towhee,8ft,6.0,9.0,3.0,1.3500000000000005,0.4500000000000002,True,Spotted Towhee,0.9697,Green-tailed Towhee,0.0875,Lincoln's Sparrow,0.0007,True,1.0,0.9697,True,True,True
E3_location_only,Spotted_Towhee_8ft.wav,Birdsongs Recordings\8ft\Spotted_Towhee_8ft.wav,Spotted Towhee,Spotted Towhee,8ft,9.0,10.0,1.0,0.0,0.0,False,Black Phoebe,0.7975,Rock Wren,0.0106,Vermilion Flycatcher,0.009,False,,0.0,False,False,False
E3_location_only,American_Robin_12ft.wav,Birdsongs Recordings\12ft\American_Robin_12ft.wav,American Robin,American Robin,12ft,0.0,3.0,3.0,2.45,0.8166666666666668,True,American Robin,0.6385,Black-headed Grosbeak,0.0284,Northern Mockingbird,0.0045,True,1.0,0.6385,True,True,True
E3_location_only,American_Robin_12ft.wav,Birdsongs Recordings\12ft\American_Robin_12ft.wav,American Robin,American Robin,12ft,3.0,6.0,3.0,1.9000000000000004,0.6333333333333334,True,American Robin,0.6101,Short-billed Dowitcher,0.0007,Northern Mockingbird,0.0005,True,1.0,0.6101,True,True,True
E3_location_only,American_Robin_12ft.wav,Birdsongs Recordings\12ft\American_Robin_12ft.wav,American Robin,American Robin,12ft,6.0,9.0,3.0,1.4000000000000004,0.4666666666666668,True,American Robin,0.789,Northern Mockingbird,0.0014,Black-headed Grosbeak,0.0008,True,1.0,0.789,True,True,True
