experiment,file,bird,expected_birdnet_species,distance,active_window_count,expected_detected_active_windows,active_window_detection_rate,mean_top1_prediction,mean_top1_confidence,mean_top2_prediction,mean_top2_confidence,mean_top3_prediction,mean_top3_confidence,mean_correct_top1,mean_correct_top3,mean_correct_top5,mean_expected_rank,max_top1_prediction,max_top1_confidence,max_top2_prediction,max_top2_confidence,max_top3_prediction,max_top3_confidence,max_correct_top1,max_correct_top3,max_correct_top5,max_expected_rank,expected_detected,expected_max_active_window_confidence,expected_mean_active_window_confidence,expected_median_active_window_confidence,window_top1_accuracy,window_top3_accuracy,window_top5_accuracy,status,error,reference_1ft_confidence,confidence_change_from_1ft,confidence_retention_from_1ft
E2_week_only,Black_Phoebe_1ft.wav,Black Phoebe,Black Phoebe,1ft,4,4,1.0,Black Phoebe,0.999725,Eastern Phoebe,0.0007750000000000001,Bushtit,0.000175,True,True,True,1,Black Phoebe,0.9998,Eastern Phoebe,0.0016,Bushtit,0.0005,True,True,True,1,True,0.9998,0.9997250000000001,0.9998,1.0,1.0,1.0,OK,,0.9997250000000001,0.0,1.0
E2_week_only,California_Towhee_1ft.wav,California Towhee,California Towhee,1ft,2,2,1.0,California Towhee,0.9981,Abert's Towhee,0.00385,Spotted Towhee,0.00165,True,True,True,1,California Towhee,0.9986,Abert's Towhee,0.0066,Spotted Towhee,0.0019,True,True,True,1,True,0.9986,0.9981,0.9981,1.0,1.0,1.0,OK,,0.9981,0.0,1.0
E2_week_only,Dark_eyed_Junco_1ft.wav,Dark-eyed Junco,Dark-eyed Junco,1ft,2,2,1.0,Dark-eyed Junco,0.9764999999999999,Swamp Sparrow,0.1421,Chipping Sparrow,0.06275,True,True,True,1,Dark-eyed Junco,0.9843,Swamp Sparrow,0.2367,Chipping Sparrow,0.104,True,True,True,1,True,0.9843,0.9764999999999999,0.9764999999999999,1.0,1.0,1.0,OK,,0.9764999999999999,0.0,1.0
E2_week_only,European_Starling_1ft.wav,European Starling,European Starling,1ft,4,4,1.0,European Starling,0.34175,Rosy Starling,0.09745,Golden-crowned Sparrow,0.0617,True,True,True,1,European Starling,0.7345,Rosy Starling,0.3241,Golden-crowned Sparrow,0.2468,True,True,True,1,True,0.7345,0.344325,0.31625000000000003,0.75,0.75,0.75,OK,,0.344325,0.0,1.0
E2_week_only,Hooded_Oriole_1ft.wav,Hooded Oriole,Hooded Oriole,1ft,4,4,1.0,Hooded Oriole,0.755325,Curve-billed Thrasher,0.23695,Western Tanager,0.0856,True,True,True,1,Hooded Oriole,0.8867,Curve-billed Thrasher,0.7731,Western Tanager,0.3424,True,True,True,1,True,0.8867,0.755325,0.7302,0.75,1.0,1.0,OK,,0.755325,0.0,1.0
E2_week_only,House_Finch_1ft.wav,House Finch,House Finch,1ft,3,3,1.0,House Finch,0.6496333333333334,Sagebrush Sparrow,0.027866666666666665,Purple Finch,0.017233333333333333,True,True,True,1,House Finch,0.6925,Sagebrush Sparrow,0.0561,Blue Grosbeak,0.032,True,True,True,1,True,0.6925,0.6496333333333334,0.6925,1.0,1.0,1.0,OK,,0.6496333333333334,0.0,1.0
E2_week_only,House_Sparrow_1ft.wav,House Sparrow,House Sparrow,1ft,4,4,1.0,House Sparrow,0.5964,Italian Sparrow,0.142475,Spanish Sparrow,0.0412,True,True,True,1,House Sparrow,0.8738,Italian Sparrow,0.2218,Spanish Sparrow,0.1567,True,True,True,1,True,0.8738,0.5964,0.5105500000000001,1.0,1.0,1.0,OK,,0.5964,0.0,1.0
E2_week_only,Lesser_Goldfinch_1ft.wav,Lesser Goldfinch,Lesser Goldfinch,1ft,4,4,1.0,American Goldfinch,0.170175,Lesser Goldfinch,0.0554,Collared Sunbird,0.034775,False,True,True,2,American Goldfinch,0.6807,Collared Sunbird,0.1391,Pallas's Leaf Warbler,0.1162,False,False,True,4,True,0.1137,0.06257499999999999,0.06175,0.5,0.5,0.5,OK,,0.06257499999999999,0.0,1.0
E2_week_only,Mourning_Dove_1ft.wav,Mourning Dove,Mourning Dove,1ft,3,3,1.0,Mourning Dove,0.7801,Buff-spotted Flufftail,0.020966666666666665,White-tipped Dove,0.016266666666666665,True,True,True,1,Mourning Dove,0.9285,Buff-spotted Flufftail,0.0578,White-tipped Dove,0.0394,True,True,True,1,True,0.9285,0.7801,0.8296,1.0,1.0,1.0,OK,,0.7801,0.0,1.0
E2_week_only,Northern_House_Wren_1ft.wav,Northern House Wren,House Wren,1ft,3,3,1.0,House Wren,0.7593666666666667,Marsh Wren,0.04193333333333333,Rufous-crowned Sparrow,0.0268,True,True,True,1,House Wren,0.992,Marsh Wren,0.1221,Rufous-crowned Sparrow,0.0804,True,True,True,1,True,0.992,0.7593666666666667,0.9754,1.0,1.0,1.0,OK,,0.7593666666666667,0.0,1.0
E2_week_only,Northern_Mockingbird_1ft.wav,Northern Mockingbird,Northern Mockingbird,1ft,4,3,0.75,Northern Mockingbird,0.3121,Wrentit,0.08715,Jacky-winter,0.052175,True,True,True,1,Northern Mockingbird,0.5772,Wrentit,0.1834,Jacky-winter,0.1155,True,True,True,1,True,0.5772,0.31210000000000004,0.3356,0.75,0.75,0.75,OK,,0.31210000000000004,0.0,1.0
E2_week_only,Northern_Yellow_Warbler_1ft.wav,Northern Yellow Warbler,Yellow Warbler,1ft,1,1,1.0,Yellow Warbler,0.9617,American Redstart,0.0107,Willow Flycatcher,0.0077,True,True,True,1,Yellow Warbler,0.9617,American Redstart,0.0107,Willow Flycatcher,0.0077,True,True,True,1,True,0.9617,0.9617,0.9617,1.0,1.0,1.0,OK,,0.9617,0.0,1.0
E2_week_only,Oak_Titmouse_1ft.wav,Oak Titmouse,Oak Titmouse,1ft,4,4,1.0,Oak Titmouse,0.9103749999999999,Juniper Titmouse,0.205675,Brown Thrasher,0.044425,True,True,True,1,Oak Titmouse,0.9997,Juniper Titmouse,0.8021,Brown Thrasher,0.1683,True,True,True,1,True,0.9997,0.910375,0.99055,0.75,1.0,1.0,OK,,0.910375,0.0,1.0
E2_week_only,Rock_Pigeon_1ft.wav,Rock Pigeon,Rock Pigeon,1ft,3,3,1.0,Rock Pigeon,0.8856333333333334,Black Phoebe,0.060566666666666664,Engine,0.011899999999999999,True,True,True,1,Rock Pigeon,0.9875,Black Phoebe,0.1134,Engine,0.0266,True,True,True,1,True,0.9875,0.8856333333333333,0.9081,1.0,1.0,1.0,OK,,0.8856333333333333,0.0,1.0
E2_week_only,Song_Sparrow_1ft.wav,Song Sparrow,Song Sparrow,1ft,1,1,1.0,Song Sparrow,0.9159,Swamp Sparrow,0.0088,Virginia Rail,0.0063,True,True,True,1,Song Sparrow,0.9159,Swamp Sparrow,0.0088,Virginia Rail,0.0063,True,True,True,1,True,0.9159,0.9159,0.9159,1.0,1.0,1.0,OK,,0.9159,0.0,1.0
E2_week_only,Spotted_Towhee_1ft.wav,Spotted Towhee,Spotted Towhee,1ft,2,2,1.0,Spotted Towhee,0.9761,Green-tailed Towhee,0.0644,Eastern Towhee,0.01,True,True,True,1,Spotted Towhee,0.9864,Green-tailed Towhee,0.0828,Eastern Towhee,0.014,True,True,True,1,True,0.9864,0.9761,0.9761,1.0,1.0,1.0,OK,,0.9761,0.0,1.0
E2_week_only,American_Robin_4ft.wav,American Robin,American Robin,4ft,4,4,1.0,American Robin,0.937825,Black-headed Grosbeak,0.0483,Black Thrush,0.01295,True,True,True,1,American Robin,0.9948,Black-headed Grosbeak,0.1932,Black Thrush,0.0518,True,True,True,1,True,0.9948,0.937825,0.95505,1.0,1.0,1.0,OK,,0.9196,0.018225000000000047,1.0198183993040453
E2_week_only,Annas_Hummingbird_4ft.wav,Anna's Hummingbird,Anna's Hummingbird,4ft,4,4,1.0,Anna's Hummingbird,0.995975,Bananaquit,0.0014500000000000001,Rufous Hummingbird,0.001375,True,True,True,1,Anna's Hummingbird,0.9993,Rufous Hummingbird,0.0055,Bananaquit,0.005,True,True,True,1,True,0.9993,0.9959749999999999,0.9959,1.0,1.0,1.0,OK,,0.94445,0.05152499999999993,1.0545555614378739
E2_week_only,Barn_Swallow_4ft.wav,Barn Swallow,Barn Swallow,4ft,3,3,1.0,Barn Swallow,0.9994000000000001,Mistle Thrush,0.10213333333333334,Pacific Swallow,0.0299,True,True,True,1,Barn Swallow,0.9996,Mistle Thrush,0.3064,Pacific Swallow,0.0512,True,True,True,1,True,0.9996,0.9994000000000001,0.9995,1.0,1.0,1.0,OK,,0.9812333333333334,0.018166666666666664,1.0185141148894248
E2_week_only,Bewicks_Wren_4ft.wav,Bewick's Wren,Bewick's Wren,4ft,1,1,1.0,Bewick's Wren,0.7954,Black-throated Sparrow,0.0923,Song Sparrow,0.0666,True,True,True,1,Bewick's Wren,0.7954,Black-throated Sparrow,0.0923,Song Sparrow,0.0666,True,True,True,1,True,0.7954,0.7954,0.7954,1.0,1.0,1.0,OK,,0.8609,-0.0655,0.9239168312231386
E2_week_only,Black_Phoebe_4ft.wav,Black Phoebe,Black Phoebe,4ft,4,4,1.0,Black Phoebe,0.998875,Engine,0.0026,Corn Bunting,0.000725,True,True,True,1,Black Phoebe,0.9997,Engine,0.0089,Corn Bunting,0.0029,True,True,True,1,True,0.9997,0.998875,0.99915,1.0,1.0,1.0,OK,,0.9997250000000001,-0.0008500000000001284,0.999149766185701
E2_week_only,California_Towhee_4ft.wav,California Towhee,California Towhee,4ft,2,2,1.0,California Towhee,0.99595,White-throated Towhee,0.0028,Abert's Towhee,0.0015,True,True,True,1,California Towhee,0.9997,White-throated Towhee,0.0056,Abert's Towhee,0.003,True,True,True,1,True,0.9997,0.99595,0.99595,1.0,1.0,1.0,OK,,0.9981,-0.0021499999999999853,0.9978459072237251
E2_week_only,Dark_eyed_Junco_4ft.wav,Dark-eyed Junco,Dark-eyed Junco,4ft,2,2,1.0,Dark-eyed Junco,0.9716,Swamp Sparrow,0.08499999999999999,Chipping Sparrow,0.01985,True,True,True,1,Dark-eyed Junco,0.983,Swamp Sparrow,0.097,Chipping Sparrow,0.0205,True,True,True,1,True,0.983,0.9716,0.9716,1.0,1.0,1.0,OK,,0.9764999999999999,-0.004899999999999904,0.9949820788530467
E2_week_only,European_Starling_4ft.wav,European Starling,European Starling,4ft,4,4,1.0,European Starling,0.262625,Golden-crowned Sparrow,0.118225,Spotless Starling,0.091975,True,True,True,1,European Starling,0.6804,Golden-crowned Sparrow,0.4729,Black-capped Chickadee,0.2679,True,True,True,1,True,0.6804,0.2636,0.18505000000000002,0.5,0.75,0.75,OK,,0.344325,-0.08072499999999999,0.7655557975749655
E2_week_only,Hooded_Oriole_4ft.wav,Hooded Oriole,Hooded Oriole,4ft,4,4,1.0,Hooded Oriole,0.9285249999999999,Western Tanager,0.19455,Curve-billed Thrasher,0.181325,True,True,True,1,Hooded Oriole,0.9994,Western Tanager,0.7782,Curve-billed Thrasher,0.4941,True,True,True,1,True,0.9994,0.928525,0.95705,1.0,1.0,1.0,OK,,0.755325,0.17320000000000002,1.229305265945123
E2_week_only,House_Finch_4ft.wav,House Finch,House Finch,4ft,3,3,1.0,House Finch,0.8809333333333335,Purple Finch,0.0229,Townsend's Solitaire,0.012133333333333335,True,True,True,1,House Finch,0.9675,Purple Finch,0.0473,Townsend's Solitaire,0.0364,True,True,True,1,True,0.9675,0.8809333333333335,0.937,1.0,1.0,1.0,OK,,0.6496333333333334,0.23130000000000006,1.356047000872287
E2_week_only,House_Sparrow_4ft.wav,House Sparrow,House Sparrow,4ft,4,4,1.0,House Sparrow,0.4852,Italian Sparrow,0.039599999999999996,Jungle Myna,0.013775,True,True,True,1,House Sparrow,0.6954,Italian Sparrow,0.1109,Jungle Myna,0.0551,True,True,True,1,True,0.6954,0.4852,0.5511,1.0,1.0,1.0,OK,,0.5964,-0.11120000000000002,0.8135479543930247
E2_week_only,Lesser_Goldfinch_4ft.wav,Lesser Goldfinch,Lesser Goldfinch,4ft,4,4,1.0,Lesser Goldfinch,0.215775,Pallas's Leaf Warbler,0.13624999999999998,American Goldfinch,0.11532500000000001,True,True,True,1,Pallas's Leaf Warbler,0.5406,Collared Sunbird,0.4535,American Goldfinch,0.4459,False,False,True,4,True,0.4046,0.217675,0.22925,0.5,0.75,0.75,OK,,0.06257499999999999,0.15510000000000002,3.4786256492209353
E2_week_only,Mourning_Dove_4ft.wav,Mourning Dove,Mourning Dove,4ft,3,3,1.0,Mourning Dove,0.8314666666666666,Buff-spotted Flufftail,0.02766666666666667,White-tipped Dove,0.0271,True,True,True,1,Mourning Dove,0.9449,Buff-spotted Flufftail,0.083,White-tipped Dove,0.0681,True,True,True,1,True,0.9449,0.8314666666666666,0.8717,1.0,1.0,1.0,OK,,0.7801,0.05136666666666656,1.0658462590266204
E2_week_only,Northern_House_Wren_4ft.wav,Northern House Wren,House Wren,4ft,3,3,1.0,House Wren,0.8470333333333334,Marsh Wren,0.0236,Connecticut Warbler,0.022466666666666666,True,True,True,1,House Wren,0.9978,Marsh Wren,0.0693,Connecticut Warbler,0.0674,True,True,True,1,True,0.9978,0.8470333333333334,0.9954,1.0,1.0,1.0,OK,,0.7593666666666667,0.08766666666666667,1.115447083095562
E2_week_only,Northern_Mockingbird_4ft.wav,Northern Mockingbird,Northern Mockingbird,4ft,4,3,0.75,Northern Mockingbird,0.359625,Brown Thrasher,0.08055,Chinese Blackbird,0.06795,True,True,True,1,Northern Mockingbird,0.8118,Brown Thrasher,0.313,Chalk-browed Mockingbird,0.1514,True,True,True,1,True,0.8118,0.359625,0.31335,0.75,0.75,0.75,OK,,0.31210000000000004,0.04752499999999993,1.1522749118872153
E2_week_only,Northern_Yellow_Warbler_4ft.wav,Northern Yellow Warbler,Yellow Warbler,4ft,1,1,1.0,Yellow Warbler,0.9331,American Redstart,0.0306,Chestnut-sided Warbler,0.0075,True,True,True,1,Yellow Warbler,0.9331,American Redstart,0.0306,Chestnut-sided Warbler,0.0075,True,True,True,1,True,0.9331,0.9331,0.9331,1.0,1.0,1.0,OK,,0.9617,-0.02859999999999996,0.9702609961526464
E2_week_only,Oak_Titmouse_4ft.wav,Oak Titmouse,Oak Titmouse,4ft,4,4,1.0,Oak Titmouse,0.894675,Juniper Titmouse,0.23299999999999998,Carolina Wren,0.006175,True,True,True,1,Oak Titmouse,0.9989,Juniper Titmouse,0.9185,Carolina Wren,0.0227,True,True,True,1,True,0.9989,0.894675,0.9982,0.75,1.0,1.0,OK,,0.910375,-0.015700000000000047,0.9827543594672524
E2_week_only,Rock_Pigeon_4ft.wav,Rock Pigeon,Rock Pigeon,4ft,3,3,1.0,Rock Pigeon,0.9934666666666666,Tawny-browed Owl,0.007866666666666666,Least Bittern,0.0017000000000000001,True,True,True,1,Rock Pigeon,0.9948,Tawny-browed Owl,0.0149,Least Bittern,0.0051,True,True,True,1,True,0.9948,0.9934666666666666,0.9938,1.0,1.0,1.0,OK,,0.8856333333333333,0.10783333333333334,1.1217584402875531
E2_week_only,Song_Sparrow_4ft.wav,Song Sparrow,Song Sparrow,4ft,1,1,1.0,Song Sparrow,0.9624,Swamp Sparrow,0.0028,Bewick's Wren,0.0019,True,True,True,1,Song Sparrow,0.9624,Swamp Sparrow,0.0028,Bewick's Wren,0.0019,True,True,True,1,True,0.9624,0.9624,0.9624,1.0,1.0,1.0,OK,,0.9159,0.046499999999999986,1.050769734687193
E2_week_only,Spotted_Towhee_4ft.wav,Spotted Towhee,Spotted Towhee,4ft,2,2,1.0,Spotted Towhee,0.9879,Green-tailed Towhee,0.06785,Virginia's Warbler,0.0032,True,True,True,1,Spotted Towhee,0.9896,Green-tailed Towhee,0.1019,Virginia's Warbler,0.0044,True,True,True,1,True,0.9896,0.9879,0.9879,1.0,1.0,1.0,OK,,0.9761,0.011800000000000033,1.0120889253150291
E2_week_only,American_Robin_8ft.wav,American Robin,American Robin,8ft,4,4,1.0,American Robin,0.85685,Summer Tanager,0.05635,Black-headed Grosbeak,0.035250000000000004,True,True,True,1,American Robin,0.969,Summer Tanager,0.2135,Black-headed Grosbeak,0.1164,True,True,True,1,True,0.969,0.85685,0.866,1.0,1.0,1.0,OK,,0.9196,-0.06274999999999997,0.9317638103523271
E2_week_only,Annas_Hummingbird_8ft.wav,Anna's Hummingbird,Anna's Hummingbird,8ft,4,4,1.0,Anna's Hummingbird,0.9588,Grassland Yellow-Finch,0.042075,Clay-colored Sparrow,0.024475,True,True,True,1,Anna's Hummingbird,0.9986,Grassland Yellow-Finch,0.1683,Clay-colored Sparrow,0.0979,True,True,True,1,True,0.9986,0.9588000000000001,0.99285,1.0,1.0,1.0,OK,,0.94445,0.014350000000000085,1.015194028270422
E2_week_only,Barn_Swallow_8ft.wav,Barn Swallow,Barn Swallow,8ft,3,3,1.0,Barn Swallow,0.9903666666666666,Red-rumped Swallow,0.03503333333333333,Cliff Swallow,0.024166666666666666,True,True,True,1,Barn Swallow,0.9986,Red-rumped Swallow,0.0892,Cliff Swallow,0.0683,True,True,True,1,True,0.9986,0.9903666666666666,0.9943,1.0,1.0,1.0,OK,,0.9812333333333334,0.009133333333333216,1.0093080137242245
E2_week_only,Bewicks_Wren_8ft.wav,Bewick's Wren,Bewick's Wren,8ft,1,1,1.0,Bewick's Wren,0.8914,Black-throated Sparrow,0.317,Song Sparrow,0.0098,True,True,True,1,Bewick's Wren,0.8914,Black-throated Sparrow,0.317,Song Sparrow,0.0098,True,True,True,1,True,0.8914,0.8914,0.8914,1.0,1.0,1.0,OK,,0.8609,0.03049999999999997,1.0354280404228133
E2_week_only,Black_Phoebe_8ft.wav,Black Phoebe,Black Phoebe,8ft,4,4,1.0,Black Phoebe,0.9989,Tropical Kingbird,0.000425,Eastern Phoebe,0.000375,True,True,True,1,Black Phoebe,0.9996,Eastern Phoebe,0.001,Tropical Kingbird,0.001,True,True,True,1,True,0.9996,0.9988999999999999,0.9988999999999999,1.0,1.0,1.0,OK,,0.9997250000000001,-0.0008250000000001867,0.9991747730625921
E2_week_only,California_Towhee_8ft.wav,California Towhee,California Towhee,8ft,2,2,1.0,California Towhee,0.9963500000000001,Abert's Towhee,0.00105,Nuttall's Woodpecker,0.0007999999999999999,True,True,True,1,California Towhee,0.9996,Abert's Towhee,0.0021,Orange-crowned Warbler,0.0013,True,True,True,1,True,0.9996,0.9963500000000001,0.9963500000000001,1.0,1.0,1.0,OK,,0.9981,-0.0017499999999999183,0.998246668670474
E2_week_only,Dark_eyed_Junco_8ft.wav,Dark-eyed Junco,Dark-eyed Junco,8ft,2,2,1.0,Dark-eyed Junco,0.97185,Swamp Sparrow,0.05315,Chipping Sparrow,0.0158,True,True,True,1,Dark-eyed Junco,0.9858,Swamp Sparrow,0.0669,Chipping Sparrow,0.0211,True,True,True,1,True,0.9858,0.97185,0.97185,1.0,1.0,1.0,OK,,0.9764999999999999,-0.004649999999999932,0.9952380952380953
E2_week_only,European_Starling_8ft.wav,European Starling,European Starling,8ft,4,3,0.75,European Starling,0.1441,Rusty Blackbird,0.110525,Spotless Starling,0.084625,True,True,True,1,Rusty Blackbird,0.4225,European Starling,0.3068,Spotless Starling,0.2851,False,True,True,2,True,0.3068,0.1441,0.1348,0.25,0.75,0.75,OK,,0.344325,-0.200225,0.41849996369708853
E2_week_only,Hooded_Oriole_8ft.wav,Hooded Oriole,Hooded Oriole,8ft,4,4,1.0,Hooded Oriole,0.6775,Western Tanager,0.21575,Curve-billed Thrasher,0.026075,True,True,True,1,Hooded Oriole,0.9939,Western Tanager,0.863,Curve-billed Thrasher,0.0992,True,True,True,1,True,0.9939,0.6775,0.6833,0.75,1.0,1.0,OK,,0.755325,-0.07782500000000003,0.8969648826664018
E2_week_only,House_Finch_8ft.wav,House Finch,House Finch,8ft,3,3,1.0,House Finch,0.2994,European Robin,0.037200000000000004,Red-whiskered Bulbul,0.013566666666666666,True,True,True,1,House Finch,0.6912,European Robin,0.0646,Red-whiskered Bulbul,0.0407,True,True,True,1,True,0.6912,0.29940000000000005,0.1712,0.6666666666666666,1.0,1.0,OK,,0.6496333333333334,-0.35023333333333334,0.46087536559084613
E2_week_only,House_Sparrow_8ft.wav,House Sparrow,House Sparrow,8ft,4,4,1.0,House Sparrow,0.288925,Italian Sparrow,0.054025000000000004,Reed Bunting,0.015475000000000001,True,True,True,1,House Sparrow,0.3691,Italian Sparrow,0.0951,Reed Bunting,0.0517,True,True,True,1,True,0.3691,0.288925,0.30365000000000003,1.0,1.0,1.0,OK,,0.5964,-0.30747500000000005,0.4844483568075117
E2_week_only,Lesser_Goldfinch_8ft.wav,Lesser Goldfinch,Lesser Goldfinch,8ft,4,4,1.0,Lesser Goldfinch,0.191025,American Goldfinch,0.0565,Black-faced Brushfinch,0.0411,True,True,True,1,Lesser Goldfinch,0.4873,American Goldfinch,0.226,Black-faced Brushfinch,0.1644,True,True,True,1,True,0.4873,0.1922,0.1384,0.5,0.75,0.75,OK,,0.06257499999999999,0.12962500000000002,3.0715141829804242
E2_week_only,Mourning_Dove_8ft.wav,Mourning Dove,Mourning Dove,8ft,3,3,1.0,White-tipped Dove,0.23196666666666665,Mourning Dove,0.21356666666666665,Black Phoebe,0.1939,False,True,True,2,Mourning Dove,0.5156,Black Phoebe,0.4863,White-tipped Dove,0.3808,True,True,True,1,True,0.5156,0.21356666666666665,0.1052,0.3333333333333333,0.6666666666666666,1.0,OK,,0.7801,-0.5665333333333333,0.2737683203008161
E2_week_only,Northern_House_Wren_8ft.wav,Northern House Wren,House Wren,8ft,3,3,1.0,House Wren,0.7113666666666667,Rufous-crowned Sparrow,0.0322,Yellow-green Vireo,0.03213333333333333,True,True,True,1,House Wren,0.9958,Rufous-crowned Sparrow,0.0966,Yellow-green Vireo,0.0964,True,True,True,1,True,0.9958,0.7113666666666667,0.9912,1.0,1.0,1.0,OK,,0.7593666666666667,-0.04800000000000004,0.9367894297879812
E2_week_only,Northern_Mockingbird_8ft.wav,Northern Mockingbird,Northern Mockingbird,8ft,4,4,1.0,Northern Mockingbird,0.457025,Tropical Mockingbird,0.15812500000000002,Jacky-winter,0.15227500000000002,True,True,True,1,Northern Mockingbird,0.8684,Jacky-winter,0.547,Tropical Mockingbird,0.4621,True,True,True,1,True,0.8684,0.4608,0.47985,0.75,0.75,0.75,OK,,0.31210000000000004,0.14869999999999994,1.4764498558154435
E2_week_only,Northern_Yellow_Warbler_8ft.wav,Northern Yellow Warbler,Yellow Warbler,8ft,1,1,1.0,Yellow Warbler,0.9017,Black Phoebe,0.0411,Willow Flycatcher,0.0056,True,True,True,1,Yellow Warbler,0.9017,Black Phoebe,0.0411,Willow Flycatcher,0.0056,True,True,True,1,True,0.9017,0.9017,0.9017,1.0,1.0,1.0,OK,,0.9617,-0.06000000000000005,0.9376104814391182
E2_week_only,Oak_Titmouse_8ft.wav,Oak Titmouse,Oak Titmouse,8ft,4,4,1.0,Oak Titmouse,0.7524,Black Phoebe,0.01995,Carolina Wren,0.00715,True,True,True,1,Oak Titmouse,0.9995,Black Phoebe,0.063,Juniper Titmouse,0.0268,True,True,True,1,True,0.9995,0.7524,0.997,0.75,1.0,1.0,OK,,0.910375,-0.1579750000000001,0.8264726074419881
E2_week_only,Rock_Pigeon_8ft.wav,Rock Pigeon,Rock Pigeon,8ft,3,3,1.0,Rock Pigeon,0.9980666666666668,Black Phoebe,0.14336666666666667,Tawny-browed Owl,0.008933333333333333,True,True,True,1,Rock Pigeon,0.9995,Black Phoebe,0.2282,Tawny-browed Owl,0.011,True,True,True,1,True,0.9995,0.9980666666666668,0.9981,1.0,1.0,1.0,OK,,0.8856333333333333,0.1124333333333335,1.1269524633971923
E2_week_only,Song_Sparrow_8ft.wav,Song Sparrow,Song Sparrow,8ft,1,1,1.0,Song Sparrow,0.9496,Swamp Sparrow,0.0057,Virginia Rail,0.0019,True,True,True,1,Song Sparrow,0.9496,Swamp Sparrow,0.0057,Virginia Rail,0.0019,True,True,True,1,True,0.9496,0.9496,0.9496,1.0,1.0,1.0,OK,,0.9159,0.03369999999999995,1.0367944098700732
E2_week_only,Spotted_Towhee_8ft.wav,Spotted Towhee,Spotted Towhee,8ft,2,2,1.0,Spotted Towhee,0.9726,Green-tailed Towhee,0.06509999999999999,Yellow-eyed Junco,0.0058,True,True,True,1,Spotted Towhee,0.9755,Green-tailed Towhee,0.0875,Eastern Towhee,0.0099,True,True,True,1,True,0.9755,0.9726,0.9726,1.0,1.0,1.0,OK,,0.9761,-0.0034999999999999476,0.9964143018133389
E2_week_only,American_Robin_12ft.wav,American Robin,American Robin,12ft,4,4,1.0,American Robin,0.7108,Black-headed Grosbeak,0.07669999999999999,Summer Tanager,0.058525,True,True,True,1,American Robin,0.8056,Black-headed Grosbeak,0.2784,Summer Tanager,0.2341,True,True,True,1,True,0.8056,0.7108,0.71375,1.0,1.0,1.0,OK,,0.9196,-0.20879999999999999,0.7729447585906916
E2_week_only,Annas_Hummingbird_12ft.wav,Anna's Hummingbird,Anna's Hummingbird,12ft,4,4,1.0,Anna's Hummingbird,0.98305,Black Redstart,0.00715,Clay-colored Sparrow,0.005375,True,True,True,1,Anna's Hummingbird,0.9994,Black Redstart,0.0227,Rufous Hummingbird,0.0184,True,True,True,1,True,0.9994,0.98305,0.9964999999999999,1.0,1.0,1.0,OK,,0.94445,0.03859999999999997,1.0408703478214834
E2_week_only,Barn_Swallow_12ft.wav,Barn Swallow,Barn Swallow,12ft,3,3,1.0,Barn Swallow,0.9975333333333333,Cliff Swallow,0.08633333333333333,Pacific Swallow,0.03166666666666667,True,True,True,1,Barn Swallow,0.9988,Cliff Swallow,0.2432,Pacific Swallow,0.0861,True,True,True,1,True,0.9988,0.9975333333333335,0.9977,1.0,1.0,1.0,OK,,0.9812333333333334,0.016300000000000092,1.0166117471209704
E2_week_only,Bewicks_Wren_12ft.wav,Bewick's Wren,Bewick's Wren,12ft,1,1,1.0,Bewick's Wren,0.8706,Black-throated Sparrow,0.0809,Song Sparrow,0.0201,True,True,True,1,Bewick's Wren,0.8706,Black-throated Sparrow,0.0809,Song Sparrow,0.0201,True,True,True,1,True,0.8706,0.8706,0.8706,1.0,1.0,1.0,OK,,0.8609,0.009700000000000042,1.0112672784295504
E2_week_only,Black_Phoebe_12ft.wav,Black Phoebe,Black Phoebe,12ft,4,4,1.0,Black Phoebe,0.994775,Common Virtuoso Katydid,0.0179,Song Sparrow,0.0034,True,True,True,1,Black Phoebe,0.9997,Common Virtuoso Katydid,0.0363,Song Sparrow,0.0136,True,True,True,1,True,0.9997,0.994775,0.99475,1.0,1.0,1.0,OK,,0.9997250000000001,-0.004950000000000121,0.9950486383755531
E2_week_only,California_Towhee_12ft.wav,California Towhee,California Towhee,12ft,2,2,1.0,California Towhee,0.99515,Abert's Towhee,0.00385,Orange-crowned Warbler,0.00045,True,True,True,1,California Towhee,0.999,Abert's Towhee,0.0072,Orange-crowned Warbler,0.0009,True,True,True,1,True,0.999,0.99515,0.99515,1.0,1.0,1.0,OK,,0.9981,-0.002950000000000008,0.9970443843302275
E2_week_only,Dark_eyed_Junco_12ft.wav,Dark-eyed Junco,Dark-eyed Junco,12ft,2,2,1.0,Dark-eyed Junco,0.9493,Cirl Bunting,0.06085,Chipping Sparrow,0.024800000000000003,True,True,True,1,Dark-eyed Junco,0.9696,Cirl Bunting,0.0754,Chipping Sparrow,0.0369,True,True,True,1,True,0.9696,0.9493,0.9493,1.0,1.0,1.0,OK,,0.9764999999999999,-0.02719999999999989,0.9721454173067078
E2_week_only,European_Starling_12ft.wav,European Starling,European Starling,12ft,4,3,0.75,European Starling,0.192225,Freckle-breasted Thornbird,0.10615,Rusty Blackbird,0.078775,True,True,True,1,European Starling,0.562,Freckle-breasted Thornbird,0.4246,Broad-winged Hawk,0.2969,True,True,True,1,True,0.562,0.192225,0.10345,0.5,0.5,0.75,OK,,0.344325,-0.15209999999999999,0.5582661729470704
