Start (s),End (s),Scientific name,Common name,Confidence,File,lat,lon,week,min_conf
0.0,3.0,Junco hyemalis,Dark-eyed Junco,0.8534,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Spizella passerina,Chipping Sparrow,0.0732,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Setophaga coronata,Yellow-rumped Warbler,0.0076,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Certhia americana,Brown Creeper,0.0064,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Leiothlypis celata,Orange-crowned Warbler,0.0047,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Sitta canadensis,Red-breasted Nuthatch,0.0030,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Spinus tristis,American Goldfinch,0.0029,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Melospiza melodia,Song Sparrow,0.0023,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Sitta carolinensis,White-breasted Nuthatch,0.0019,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Contopus cooperi,Olive-sided Flycatcher,0.0017,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Cardinalis cardinalis,Northern Cardinal,0.0015,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Dryobates villosus,Hairy Woodpecker,0.0015,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Haemorhous purpureus,Purple Finch,0.0014,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Dryobates pubescens,Downy Woodpecker,0.0010,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Pipilo maculatus,Spotted Towhee,0.0010,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Turdus migratorius,American Robin,0.0009,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Corvus brachyrhynchos,American Crow,0.0008,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Poecile gambeli,Mountain Chickadee,0.0007,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Empidonax difficilis,Pacific-slope Flycatcher,0.0006,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
0.0,3.0,Geothlypis trichas,Common Yellowthroat,0.0006,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Dryobates villosus,Hairy Woodpecker,0.0066,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Melospiza melodia,Song Sparrow,0.0051,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
3.0,6.0,Spinus tristis,American Goldfinch,0.0051,Birdsongs Recordings\36ft\Dark_eyed_Junco_36ft.wav,34.0522,-118.2437,27,0.01
